CrmMemberTierCalculateDailySummary_Id,CrmMemberTierCalculateDailySummary_ShopId,CrmMemberTierCalculateDailySummary_CrmMemberId,CrmMemberTierCalculateDailySummary_BeforeChangeTierTypeDef,CrmMemberTierCalculateDailySummary_BeforeChangeTierSourceTypeDef,CrmMemberTierCalculateDailySummary_BeforeCrmMemberTierSummaryTradesSum,CrmMemberTierCalculateDailySummary_BeforeCrmShopMemberCardId,CrmMemberTierCalculateDailySummary_BeforeCrmShopMemberCardLevel,CrmMemberTierCalculateDailySummary_BeforeCrmShopMemberCardName,CrmMemberTierCalculateDailySummary_BeforeCrmShopMemberCardExpireDay,CrmMemberTierCalculateDailySummary_BeforeCrmShopMemberCardStartDateTime,CrmMemberTierCalculateDailySummary_BeforeCrmShopMemberCardEndDateTime,CrmMemberTierCalculateDailySummary_ChangeTierTypeDef,CrmMemberTierCalculateDailySummary_ChangeTierSourceTypeDef,CrmMemberTierCalculateDailySummary_CrmMemberTierSummaryTradesSum,CrmMemberTierCalculateDailySummary_CrmShopMemberCardId,CrmMemberTierCalculateDailySummary_CrmShopMemberCardLevel,CrmMemberTierCalculateDailySummary_CrmShopMemberCardName,CrmMemberTierCalculateDailySummary_CrmShopMemberCardExpireDay,CrmMemberTierCalculateDailySummary_CrmShopMemberCardStartDateTime,CrmMemberTierCalculateDailySummary_CrmShopMemberCardEndDateTime,CrmMemberTierCalculateDailySummary_Date,CrmMemberTierCalculateDailySummary_TradesSum,CrmMemberTierCalculateDailySummary_ReturnTradesSum,CrmMemberTierCalculateDailySummary_ReturnOthersTradesSum,CrmMemberTierCalculateDailySummary_CalculateSourceTypeDef,CrmMemberTierCalculateDailySummary_CalculateGroupId,CrmMemberTierCalculateDailySummary_CreatedUser,CrmMemberTierCalculateDailySummary_CreatedDateTime,CrmMemberTierCalculateDailySummary_UpdatedUser,CrmMemberTierCalculateDailySummary_UpdatedDateTime
1,11203,52933003,Upgrade,NewMember,0,373,10,Kipling.Me 好友,0,2018/2/27 00:00,9999/12/31 23:59,Upgrade,NewMember,0,374,20,Kipling.Me VIP,366,2019/2/28 00:00,2020/2/28 23:59,2019/2/28 00:00,0,0,0,,e3c95362-ecf1-4570-9070-b65d1e749f1e,MemberTierConsole,2019/2/1 13:59,MemberTierConsole,2019/2/1 13:59
