CrmMemberTier_ShopId,CrmMemberTier_CrmMemberId,CrmMemberTier_ChangeTierTypeDef,CrmMemberTier_ChangeTierSourceTypeDef,CrmMemberTier_CrmShopMemberCardId,CrmMemberTier_CrmShopMemberCardName,CrmMemberTier_CrmShopMemberCardLevel,CrmMemberTier_CrmShopMemberCardExpireDay,CrmMemberTier_CrmShopMemberCardStartDateTime,CrmMemberTier_CrmShopMemberCardEndDateTime,CrmMemberTier_CrmOrderCode,CrmMemberTier_CrmOrderTotalPayment,CrmMemberTier_CalculateSourceTypeDef,CrmMemberTier_CalculateGroupId,CrmMemberTier_UpgradeConditionTypeDef,CrmMemberTier_ChangeTierDateTime,CrmMemberTier_ManualUserId,CrmMemberTier_ManualUser,CrmMemberTier_LocationId,CrmMemberTier_LocationName,CrmMemberTier_UpdatedDateTime,CrmMemberTier_UpdatedUser,CrmMemberTier_Id,CrmMemberTier_DefaultLevel,CrmMemberTier_DefaultTradesSum,CrmMemberTier_CreatedDateTime,CrmMemberTier_CreatedUser,CrmMemberTier_DefaultCalculateTradesOrderDate,CrmMemberTier_DefaultCrmShopMemberCardStartDateTime,CrmMemberTier_DefaultCrmShopMemberCardEndDateTime
11203,52933001,Renew,System,373,"Kipling.Me 好友 ",10,0,2020/2/28 00:00,2021/2/27 23:59,,0,MemberTierEngine,79154e6d-d2fa-4fda-a3fd-b3f8120035b9,,2020/2/28 00:00,0,,0,,2019/5/31 10:19,MemberTierConsole,0,0,0,0001/1/1 00:00,,0001/1/1 00:00,0001/1/1 00:00,0001/1/1 00:00
